shopping_center_name,center_type,address_street,address_city,address_state,address_zip,county,municipality,zoning_authority,year_built,owner,property_manager,leasing_agent,leasing_brokerage,total_gla,tenant_name,tenant_suite_number,square_footage,retail_category,ownership_type,base_rent,lease_term,lease_commence,lease_expiration,credit_category,,major_group
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Exton Dental Medicine,Y,1532,Dentistry,,,,,,,Education (Learning Centers),Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Vacant,Z-1A,1953,Vacant,,,,,,,Education (Schools),Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Vacant,Z-1B,1779,Vacant,,,,,,,Eye Care,Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Resnick Chiropractic,Z2,464,Medical Practice,,,,,,,Eyewear,Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,AVAILABLE - Office Space,Z3,1012,Vacant,,,,,,,Eyelash Salon,Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,First Watch,AA-1,3575,Restaurant | Fast Casual,,,,,,,Exercise Studio,Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Honeygrow,AA-2,2425,Restaurant | Healthy,,,,,,,Financial,Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Chop House Grille,BB,9000,Restaurant | Full Service,,,,,,,Flooring Installation,Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Fulton Bank,CC,3416,Bank,,,,,,,Gas Station,Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Panera Bread,DD,5000,Restaurant | Fast Casual,,,,,,,Gym,Services
Fairfield Place,Community Center,Route 100 and Swedesford Road,Exton,PA,19341,Chester,West Whiteland,,,Waters Retail Group,Waters Retail Group,,,307257,Wendy's,EE,3480,Restaurant | Fast Food,,,,,,,Hair Salon (Womens),Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Walmart,A,165414,Big Box | Retail,,,,,,,Hair Salon (Mens),Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Patriot Pet Supply,B-1,4050,Pet Supplies,,,,,,,Hair Salon (Childrens),Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,AJ's Pizza and Family Restaurant,B-2,2250,,,,,,,,Hair Salon (Unisex),Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Good Friends,B-3,1800,,,,,,,,Insurance Agent/Broker,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,AT&T coming soon!,B-4,1800,,,,,,,,Laundromat,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Goin Postal,B-5,1350,Mail/Shipping Services,,,,,,,Law Firm,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Ivy Rehab,B-6,2400,Physical Therapy,,,,,,,Mail/Shipping Services,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Available,C-1,1800,Restaurant | Fast Food,,,,,,,Massage,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,H & R Block,C-2,1800,Tax Services,,,,,,,Medical Center,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Nail Perfection,C-3,1500,,,,,,,,Medical Practice,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Five Below,C-3 4/5,10200,,,,,,,,Nail Salon,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,T-Mobile,C-6,2700,Mobile Phone Sales,,,,,,,Office Supplies,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Goodwill,C-7,15750,,,,,,,,Other,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Great Clips,C-10,1350,Hair Salon (Unisex),,,,,,,Physical Therapy,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Available,C-11a,1350,,,,,,,,Printing,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Verizon,C-11,3690,Mobile Phone Sales,,,,,,,Real Estate Agency,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Available,C-12,6300,,,,,,,,Shipping,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Lowes,D,119328,Big Box | Home Improvement,,,,,,,Shoe Repair,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Available - Ground Lease,E/F,14600,,,,,,,,Tailoring,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Snap Fitness,OP-K,4800,Exercise Studio,,,,,,,Tax Services,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Taco Fest - Ground Lease,OP-L,2955,,,,,,,,Therapy Services,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Arby's - Ground Lease,OP-M,3124,Restaurant | Fast Food,,,,,,,Tires,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Truist Bank - Ground Lease,OP-N,3000,Bank,,,,,,,Tutoring,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Dunkin - Ground Lease,OP-O,2820,Restaurant | Fast Food,,,,,,,Weight Control,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Sonic Drive-In - Ground Lease,OP-P,2894,Restaurant | Fast Food,,,,,,,Wellness Treatments,Services
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Popeyes - Ground Lease,OP-Q,3446,Restaurant | Fast Food,,,,,,,Amusement,Entertainment / Leisure
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Wendy's - Ground Lease,OP-R,3936,Restaurant | Fast Food,,,,,,,Entertainment (Adult),Entertainment / Leisure
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Auto Zone - Ground Lease,OP-S,6778,Car Care and Service,,,,,,,Entertainment (Family),Entertainment / Leisure
Morgantown Crossings,Community Center,Crossings Blvd,Elverson,PA,19520,Chester,Caernarvon Township,,,Wolfson Group,Wolfson Group,,,390325,Mavis Discount Tire - Ground Lease,OP-T,4000,Car Care and Service,,,,,,,Indoor Golf,Entertainment / Leisure
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Maman,6,2173,Coffee Shop,,,,,,,Movie Theater,Entertainment / Leisure
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Available,7,5264,Apparel (Athletic),,,,,,,Theatre,Entertainment / Leisure
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Brandy Melville,8,2377,Apparel (Upscale),,,,,,,Dance Studio,Entertainment / Leisure
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Design Within Reach,9,6050,Furniture,,,,,,,Swim Schools,Entertainment / Leisure
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Gorjana,10,1789,,,,,,,,Music,Entertainment / Leisure
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Lululemon Athletica,11,5290,Apparel (Athletic),,,,,,,Flea Markets,Entertainment / Leisure
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,My Salon Suite,12,3466,,,,,,,,Yoga Studio,Entertainment / Leisure
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,West Elm,13,10543,Home Furnishings,,,,,,,Campus Site,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Life Time Fitness,14,78363,Exercise Studio,,,,,,,Convenience & Gas,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Arhaus,15,4991,Vacant,,,,,,,Daycare,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Alo Yoga,16,3278,,,,,,,,Equipment Rental,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Apple Computer,17,4475,Computers,,,,,,,Funeral Home,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Available (Former Restaurant),18,1162,Vacant,,,,,,,Government Office,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Simon Pearce,19,2230,,,,,,,,Hotel,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Sunglass Hut,20,1146,Restaurant | Full Service,,,,,,,Law Firm,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Stile by Per Lei,21,1188,Restaurant | Mexican,,,,,,,Mixed Use,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Not Your Average Joe's,22,5064,Stationery,,,,,,,Multitenant Unit,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Rosa Mexicano,23,6040,,,,,,,,On-Site Property Manager,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Paper Source,24,2085,,,,,,,,Senior Care Facilities,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Madewell,25,2614,Coffee Shop,,,,,,,Storage Facilities,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Rowan,26,1375,Beauty Supplies,,,,,,,Transit Terminal,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Starbucks Coffee,27,1864,,,,,,,,Travel Agency,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Bluemercury,28,1972,,,,,,,,Truck Stop,Other / Non-Retail
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Gilbert & Evans,29,2135,,,,,,,,Seasonal & Pop Up,Seasonal / Pop-Up
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Framebridge,30,856,Eyewear,,,,,,,Vacant,Vacant
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,El Quetzal,31,841,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,See Eyewear,32,783,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Francesca's Collections,33,1447,Apparel (Womens),,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Dandelion,34,632,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Lilly Pulitzer,35,2211,Beauty Supplies,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Jenni Kayne,36,2517,Apparel (Womens),,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Sephora,37,5200,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Eileen Fisher,38,1330,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Veronica Beard,40,1042,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Lola's Garden,41,3340,Desserts (Casual),,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Dan Dan,42,3619,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Van Leeuwen Ice Cream,43,1646,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Pilot and Powell,44,585,Exercise Studio,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Elizabeth Johns,45,8826,Hair Salon (Womens),,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,SoulCycle,46,3394,Apparel (Womens),,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Drybar,47,1923,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Kendra Scott,48,1590,Restaurant | Burger,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,PopUp Bagels,49,1034,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Shake Shack,50,2449,,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,The Beaufort Bonnet Company,51,1200,Housewares,,,,,,,,
Suburban Square,Lifestyle Center,602 Coulter Ave,Ardmore,PA,19003,Montgomery,Lower Merion Township,,,Kimco,Kimco,,,403716,Ruby & Jenna,52,1582,Restaurant | Fast Casual,,,,,,,,
